RT,Kh,Kv_Kh,So,INJP,VL,TS,HL,WD,LN,OR_FPP,CO_FPP,SOR_FPP,CSOR_FPP,OR_FPT,CO_FPT,SOR_FPT,CSOR_FPT,OR_Half,CO_Half,SOR_Half,CSOR_Half,OR_FPT_6,CO_FPT_6,SOR_FPT_6,CSOR_FPT_6,OR_FPT_12,CO_FPT_12,SOR_FPT_12,CSOR_FPT_12,OR_FPT_18,CO_FPT_18,SOR_FPT_18,CSOR_FPT_18,OR_FPT_24,CO_FPT_24,SOR_FPT_24,CSOR_FPT_24,T_FPP,T_FPT,T_Half
0.833333333,0.3,0.5,0,0.571428571,1,0.2,0.333333333,0.142857143,0.833333333,0.233425532,0.073510104,0.294266806,0.408115205,0.257683525,0.062132161,0.401880334,0.371596389,0.306140666,0.077392898,0.317302664,0.336089781,0.214885738,0.088354894,0.36002938,0.373567387,0.216832149,0.120432682,0.304150293,0.358177342,0.252102013,0.163592057,0.259875898,0.337929715,0.36027395,0.218455192,0.189044569,0.315906362,0.054545455,0.085714286,0.072072072
0.166666667,0.8,0.8,0.8,0.714285714,1,0.4,0.916666667,0.607142857,0.333333333,0.528979493,0.261659157,0.074172163,0.154163467,0.509220327,0.266784639,0.031414939,0.040500833,0.614469368,0.29249734,0.036099671,0.051795199,0.496502355,0.313116642,0.028330135,0.038785643,0.482640514,0.393534395,0.041126362,0.034946228,0.402600208,0.466094819,0.058281527,0.037784827,0.365376845,0.52365897,0.063227388,0.042615649,0.145454545,0.185714286,0.153153153
0,0.5,0.5,0.5,0.571428571,1,0.4,0.833333333,0.5,0.833333333,0.468433443,0.06571952,0.06221225,0.17773796,0.37356119,0.146880733,0.086127253,0.105356368,0.411952158,0.130809195,0.093483322,0.114870991,0.362496289,0.185635687,0.067342546,0.096343793,0.315183036,0.240763603,0.088095673,0.088632681,0.259878864,0.287611188,0.11134419,0.09225376,0.291820603,0.328525861,0.115516939,0.100591094,0.036363636,0.1,0.117117117
0.333333333,0.5,0.1,0.6,0.285714286,1,0.4,0.666666667,0.714285714,0.166666667,0.304213936,0.271025438,0.11877309,0.193794848,0.319371313,0.320064603,0.056731884,0.064512094,0.326656819,0.324648198,0.04939592,0.074321534,0.21329346,0.333238496,0.090984544,0.064435069,0.216490399,0.351589106,0.097364664,0.067291281,0.220262419,0.377182791,0.085393414,0.07355375,0.234925046,0.40448619,0.087770298,0.080727144,0.218181818,0.328571429,0.315315315
0.666666667,0.7,0.6,0.6,0.285714286,1,0.8,0.5,0.642857143,0.166666667,0.530191089,0.28382692,0.139099844,0.194316962,0.423890648,0.336552273,0.059990298,0.069114895,0.490390218,0.353388922,0.055552413,0.082196821,0.311289416,0.364482205,0.073174612,0.067331631,0.339578391,0.403693519,0.073359795,0.067286442,0.325797374,0.452998117,0.065782538,0.068989084,0.363845624,0.501727614,0.059305922,0.072896189,0.163636364,0.242857143,0.225225225
0.5,0.8,0.3,1,0.428571429,0,0.4,0.666666667,0.5,0,0.453929424,0.594512431,0.09626858,0.186609947,0.47555286,0.331735724,0.033859399,0.041792926,0.575220078,0.429319509,0.027665199,0.057135067,0.313050891,0.362517918,0.042992513,0.038860951,0.273520757,0.395730225,0.072104744,0.039448239,0.259496195,0.428436769,0.082228156,0.045720424,0.287510933,0.464157021,0.071540214,0.052766838,0.4,0.342857143,0.234234234
0.166666667,0.7,1,0.7,0.285714286,0,0,0.083333333,0.178571429,1,0.126745136,0.1371853,0.253258895,0.290462602,0.168510409,0.089816225,0.158685147,0.196463742,0.16388035,0.1192711,0.172315853,0.208758517,0.177358338,0.101081317,0.252180139,0.209534641,0.202930282,0.130558818,0.229703617,0.209606252,0.21561346,0.167531941,0.246418373,0.219925909,0.282409662,0.209765734,0.301451302,0.241152178,0.163636364,0.2,0.162162162
0.5,1,0.4,0,0.142857143,0.5,0.8,0.166666667,0.357142857,1,0.225068109,0.080243237,0.567760907,0.678756381,0.208530421,0.059112393,0.81946281,0.695222032,0.24391711,0.077934633,0.678459996,0.632764171,0.184042182,0.077849041,0.688139686,0.708708786,0.249077357,0.113105684,0.419573326,0.634797001,0.309286638,0.167940183,0.295978878,0.552550696,0.411439613,0.234263002,0.249527116,0.497479655,0.054545455,0.085714286,0.072072072
0.666666667,0.6,0.2,0,0.857142857,1,0.6,0.333333333,0.285714286,0.666666667,0.331461161,0.204984383,0.445160369,0.515213693,0.394637514,0.086970331,0.465508714,0.371384891,0.456108176,0.117254348,0.365285784,0.342404274,0.338097341,0.128747501,0.360656223,0.382141947,0.377986037,0.187646732,0.254837805,0.345392632,0.443878729,0.268826307,0.188234605,0.305446126,0.544870739,0.360809617,0.166889386,0.280528661,0.127272727,0.085714286,0.054054054
0.666666667,0.4,1,0.1,0.142857143,1,0.4,0.166666667,0.071428571,0.666666667,0.347559069,0.148396171,0.254075022,0.320992831,0.368823812,0.08066709,0.376394063,0.268692322,0.408001379,0.110383694,0.29766265,0.230862292,0.35459304,0.12493753,0.307526613,0.313871082,0.388356614,0.190640549,0.213946383,0.289310526,0.412861885,0.268110578,0.172811852,0.265228014,0.498561341,0.350506835,0.146269854,0.246728719,0.090909091,0.085714286,0.054054054
0,0.7,0.2,0.7,1,1,0.6,0.916666667,0.464285714,0,0.556443566,0.347557348,0.065767999,0.171282717,0.581416532,0.218952757,0.034357154,0.035333405,0.702088852,0.263524509,0.029178584,0.045765047,0.371038904,0.266599321,0.050134084,0.036576123,0.402099631,0.32736624,0.055928839,0.037664256,0.311781553,0.38412812,0.099260412,0.0444391,0.332448839,0.431947845,0.109902927,0.056131786,0.181818182,0.157142857,0.108108108
0.833333333,0.9,0.4,1,0.428571429,1,0.2,0.333333333,0.785714286,0.5,0.433126585,0.745695986,0.135136806,0.190029613,0.444379523,0.448854407,0.035371462,0.048439227,0.50797145,0.575807495,0.040769854,0.064298476,0.273481216,0.467290456,0.067449688,0.046933182,0.373641279,0.495973293,0.077165238,0.048792303,0.435079265,0.558951959,0.064611076,0.049640971,0.549394012,0.635882281,0.051300489,0.05023543,0.454545455,0.428571429,0.306306306
0.166666667,0,1,0.8,0.428571429,0.5,0.4,0.333333333,0.5,0,0.258974258,0.338622153,0.121483312,0.207628275,0.204790501,0.379718423,0.05818913,0.069006334,0.214026088,0.410478366,0.053315237,0.083206047,0.123860122,0.374305115,0.097093149,0.067645468,0.110302255,0.368875955,0.128352099,0.071083671,0.110295952,0.368088327,0.135561622,0.080647259,0.120729009,0.370652286,0.137722376,0.09302392,0.327272727,0.528571429,0.504504505
0.5,0.1,0.5,0.5,0.428571429,1,0,0.5,0.5,0.833333333,0.200366021,0.153273668,0.139016009,0.216630384,0.232465278,0.193301861,0.14154841,0.135358224,0.247740111,0.197340575,0.113218793,0.134497286,0.153856705,0.201732875,0.205691599,0.14265952,0.15246535,0.216335523,0.194385631,0.148421942,0.144756624,0.23289834,0.209438219,0.160680045,0.187478711,0.253948647,0.195917505,0.174540723,0.145454545,0.257142857,0.252252252
0.5,0,0,0.3,0.142857143,1,0,0.833333333,0.357142857,0.5,0.092614512,0.034936838,0.081757616,0.213607904,0.162608805,0.103118122,0.089881378,0.102784651,0.150978589,0.083637842,0.065733723,0.106744346,0.102093624,0.108357075,0.124008153,0.104008275,0.084923588,0.115299994,0.160903992,0.108954518,0.079987827,0.123050673,0.180813733,0.120574774,0.088867118,0.131386374,0.201093278,0.13720829,0.072727273,0.214285714,0.243243243
1,1,0.9,0.1,0.428571429,0.5,0.8,0.5,0.642857143,0.333333333,0.586007246,0.188334453,0.478053805,0.581888678,0.705304299,0.279610243,0.350028128,0.466073484,0.65096401,0.256117776,0.413563327,0.480776411,0.450240225,0.339191137,0.305837506,0.43560861,0.406020934,0.402088011,0.213926748,0.393583897,0.437884783,0.469411841,0.14935417,0.360239872,0.508014515,0.549568013,0.112877018,0.336510792,0.072727273,0.128571429,0.126126126
1,0.3,0.2,0.7,0.714285714,1,0,0,0.5,0.833333333,0.237187165,0.472520603,0.345327386,0.304421424,0.272834534,0.276933213,0.143346079,0.169209916,0.29325722,0.357161813,0.174585569,0.188007865,0.178846507,0.285289308,0.203955722,0.172167401,0.233269182,0.306170973,0.137650401,0.171766461,0.224751393,0.337042573,0.142926686,0.173170466,0.277628389,0.370626091,0.15364289,0.180614844,0.418181818,0.4,0.297297297
0.833333333,0,0.2,0.6,0.571428571,1,0.4,0.583333333,0.607142857,0.666666667,0.114353297,0.132155506,0.107044354,0.207656485,0.175523236,0.23066353,0.155310729,0.146410859,0.189652325,0.216445873,0.136611741,0.133153311,0.119555964,0.231527337,0.183263527,0.149377327,0.105822426,0.23501455,0.212592138,0.155134563,0.09757066,0.240248437,0.232519719,0.169951512,0.111058957,0.246866351,0.247221034,0.189119836,0.181818182,0.385714286,0.396396396
0.5,0.2,0.1,0.2,0,1,0.4,0.583333333,0.535714286,0.666666667,0.125890732,0.251026599,0.220016911,0.28546559,0.209307319,0.136636259,0.186341912,0.159334356,0.228894142,0.176849835,0.165236771,0.157668662,0.141973218,0.146870158,0.227399497,0.171173297,0.117225202,0.159454757,0.257749886,0.182320813,0.116624907,0.17216321,0.258934019,0.199173379,0.151436204,0.188995725,0.233593412,0.21708276,0.309090909,0.285714286,0.216216216
0.166666667,0.9,0.2,0.8,0,1,0.4,0.583333333,0.25,0.166666667,0.338727963,0.515148444,0.082206707,0.154953729,0.413893756,0.234476648,0.011212316,0.017558476,0.480978474,0.331310454,0.016678663,0.031158557,0.308259379,0.265599206,0.021223562,0.015582823,0.364287265,0.315139091,0.02984595,0.014203727,0.340684949,0.374440299,0.044326461,0.016610695,0.416237401,0.433714952,0.034840107,0.021394837,0.381818182,0.3,0.189189189
0,1,0.7,0.2,0.142857143,0,0,0.083333333,0.964285714,0.333333333,0.239367899,0.251478782,0.328388826,0.461551416,0.340659766,0.297325008,0.220660018,0.32622397,0.394974964,0.293650847,0.317713941,0.361354226,0.19281244,0.310957144,0.252664108,0.314784935,0.170728587,0.324203236,0.197108889,0.302814702,0.159533146,0.338747014,0.198114735,0.302045959,0.205569338,0.356441467,0.135958999,0.304116018,0.181818182,0.285714286,0.27027027
0.166666667,0.1,0,0.6,0,0,1,0,0.285714286,1,0,0.034811333,0.178772253,0.231420077,0.026764039,0.096389161,0.307294307,0.258910902,0.01936235,0.093465671,0.215710435,0.227331961,0.027307282,0.087077536,0.362703899,0.267295444,0.02890925,0.082419472,0.375528545,0.278389914,0.025245605,0.078834112,0.393440387,0.299720651,0.028763606,0.077022287,0.410465161,0.328163059,0.109090909,0.414285714,0.477477477
0.166666667,0.7,0.9,0.3,0,1,1,0,0.571428571,1,0.285112694,0.087315009,0.310786363,0.285746758,0.266898,0.148408133,0.307214716,0.263062426,0.281716367,0.142129465,0.226071899,0.237487326,0.225903233,0.167502771,0.275569714,0.277510885,0.257794016,0.202752259,0.2151006,0.270234478,0.270012505,0.248337634,0.161918784,0.2587389,0.300065532,0.294265436,0.093410756,0.246589785,0.054545455,0.157142857,0.171171171
1,0.3,0.6,0.3,0.714285714,0.5,0.2,0.333333333,0.571428571,0.666666667,0.242723664,0.124534395,0.280930621,0.392857802,0.313946849,0.121231833,0.300664542,0.304396503,0.321312913,0.13000302,0.273857239,0.291886026,0.185660055,0.142537989,0.445709198,0.332084336,0.15867882,0.164553144,0.469156912,0.354737596,0.155972211,0.185368944,0.466400346,0.381735535,0.190233391,0.210539884,0.447747872,0.41053877,0.109090909,0.142857143,0.126126126
0.833333333,0.5,0.1,0.2,0.714285714,1,0.4,0.416666667,0.821428571,0,0.442386211,0.329503966,0.197767122,0.284031772,0.611816306,0.228989343,0.177637838,0.16530129,0.636428144,0.261006926,0.158224505,0.1614651,0.356118228,0.277394447,0.269136231,0.186106065,0.304946281,0.323817748,0.271559923,0.199211175,0.301804055,0.370621456,0.237095041,0.210224639,0.361382027,0.422135378,0.216915921,0.22099858,0.2,0.185714286,0.135135135
0.166666667,0.1,0.7,0.4,0,1,1,0.083333333,0.607142857,0.5,0.131721971,0.161014932,0.155272519,0.255206222,0.167340785,0.207769633,0.176969498,0.164199985,0.186740435,0.212982268,0.136312233,0.159228709,0.100615422,0.207183024,0.23976094,0.16956807,0.09106727,0.208642658,0.229702881,0.175444135,0.091814795,0.213065477,0.222186233,0.187300068,0.114533766,0.220882729,0.207825608,0.201959693,0.2,0.357142857,0.351351351
0.5,0.7,0.9,0.7,1,1,0.4,0.333333333,0.571428571,0.333333333,0.700100196,0.411715966,0.129071808,0.204575725,0.621517381,0.348353505,0.061137243,0.077294572,0.691733043,0.389988254,0.082867135,0.089981684,0.433643163,0.395165006,0.096595786,0.076485103,0.595415827,0.475773869,0.092654882,0.071526333,0.665697479,0.60155714,0.040857048,0.063312765,0.513977232,0.703775368,0.0449111,0.063142603,0.181818182,0.2,0.162162162
0.5,1,0.2,0,1,0.5,0.8,0.666666667,0.571428571,0,0.741260249,0.105257021,0.231990548,0.433212176,0.742372388,0.172839059,0.439977221,0.397769342,0.819780368,0.149320544,0.311545161,0.344244181,0.515933508,0.247682239,0.397804533,0.414554553,0.437633483,0.3240212,0.302457841,0.39187733,0.425707359,0.40082489,0.221060349,0.364588933,0.430566873,0.47256511,0.201649898,0.355307154,0.036363636,0.057142857,0.054054054
0.666666667,0.3,0.6,0.2,0,0.5,0.8,0.416666667,0.607142857,0.166666667,0.199013019,0.179561696,0.230359959,0.353435979,0.328110649,0.354360003,0.163038324,0.269111866,0.294590073,0.307820836,0.272076633,0.282389082,0.203350953,0.365213231,0.177133735,0.258880218,0.174799185,0.375598158,0.177708385,0.252540877,0.166303528,0.388150484,0.17256175,0.255419058,0.195901479,0.404559537,0.163267994,0.264057084,0.181818182,0.385714286,0.405405405
0,0.9,0.3,0.9,0.571428571,0.5,0.4,0.5,0.214285714,0.333333333,0.386705959,0.275356132,0.096959587,0.165462428,0.451563546,0.174178494,0.037196617,0.040579386,0.545058001,0.199166751,0.057278999,0.048851784,0.401213161,0.215016332,0.032882305,0.038843734,0.420123888,0.282577805,0.048179887,0.036020252,0.407255173,0.355686904,0.068754893,0.038227402,0.497585377,0.435380051,0.042860642,0.041395414,0.2,0.171428571,0.126126126
0.333333333,0.8,0.9,0.9,0,0,1,0.083333333,0.964285714,0,0.375404973,0.308097055,0.067719171,0.159082592,0.219038595,0.438140568,0.045827785,0.042760786,0.270475358,0.473910725,0.041191724,0.051577385,0.136102277,0.430832512,0.075287787,0.04179239,0.125010939,0.425151996,0.114696596,0.045726524,0.129462789,0.424441995,0.124202184,0.055433998,0.136382407,0.428578508,0.131258595,0.067695685,0.254545455,0.471428571,0.459459459
0.5,0.2,0.8,0.2,0.714285714,0,0.4,0.083333333,0.821428571,0.166666667,0.247870797,0.099941919,0.226571654,0.397228463,0.279308487,0.593844101,0.111326463,0.304864371,0.265840542,0.50922013,0.292701645,0.366937424,0.207269457,0.586662851,0.097808718,0.287299306,0.190547723,0.586828558,0.085506917,0.273090233,0.16063037,0.587842087,0.105391187,0.273544493,0.161057255,0.589514676,0.114246738,0.283995643,0.090909091,0.6,0.702702703
0.333333333,0.8,0.7,0.5,0.571428571,1,1,1,0.428571429,1,0.467267611,0.046212739,0.060678186,0.218745733,0.375335546,0.064002845,0.131885672,0.135125514,0.452942444,0.053860778,0.175768728,0.134769243,0.333354985,0.100956884,0.146374911,0.143731708,0.369351354,0.169861408,0.152354195,0.137648002,0.323969547,0.236491267,0.151210326,0.138065288,0.337549838,0.294603818,0.167827396,0.146737302,0.018181818,0.028571429,0.036036036
0,0.8,0.8,0.9,0.714285714,1,0.8,0.166666667,0.928571429,0.333333333,0.556555896,0.356760648,0.094051663,0.151689915,0.388773145,0.517179347,0.063092716,0.042897349,0.486973217,0.534398477,0.037406633,0.048552258,0.32773189,0.536539036,0.040228744,0.039869882,0.186856905,0.550193053,0.088544786,0.041880292,0.105948756,0.545011637,0.160181565,0.052448108,0.089382633,0.534767953,0.195334241,0.066786477,0.181818182,0.357142857,0.351351351
0.5,0.5,1,0.3,0.285714286,1,0.2,0.5,0.285714286,0,0.548117253,0.197582755,0.136897282,0.222065579,0.595250433,0.162906985,0.108185823,0.100283304,0.691016357,0.165855874,0.074706919,0.10020258,0.450935526,0.225292323,0.099357201,0.099607507,0.380003963,0.289447848,0.132852574,0.101777462,0.388347531,0.358784501,0.116274752,0.103894417,0.487894777,0.433411086,0.078530937,0.102986187,0.090909091,0.085714286,0.072072072
0,0.2,1,0.5,0.714285714,0.5,1,0.25,0.321428571,0.5,0.287877546,0.067535651,0.160159866,0.217340667,0.227172774,0.136768562,0.161925473,0.16126356,0.274211927,0.128839802,0.140563385,0.157958355,0.160193509,0.150215498,0.20465905,0.169557684,0.160265175,0.167495011,0.219231915,0.178961014,0.163142653,0.190631417,0.216110539,0.189960265,0.2023221,0.217024001,0.20638321,0.202638903,0.054545455,0.142857143,0.162162162
0.166666667,1,1,0.1,0.142857143,1,0.4,0.5,0.714285714,1,0.484476803,0.106614658,0.335007249,0.362956947,0.429471874,0.135078014,0.434358696,0.386959437,0.466811486,0.125254859,0.293739011,0.329736517,0.374519819,0.178663152,0.362007477,0.411855867,0.451707393,0.246796764,0.197469164,0.374764512,0.41094854,0.335366696,0.111940271,0.315203699,0.325019875,0.393641626,0.148807288,0.296911168,0.036363636,0.071428571,0.081081081
0.166666667,0.5,0.9,0,0.285714286,0.5,0.2,0.666666667,0.642857143,0.833333333,0.18214826,0.125698356,0.544612707,0.676107603,0.220271469,0.065031133,0.569874545,0.556553434,0.24240037,0.089903865,0.510838265,0.539596364,0.152648385,0.080710007,0.654817409,0.58864385,0.14383653,0.10071498,0.566315777,0.588791759,0.154272132,0.125349283,0.459438641,0.579622551,0.202460143,0.15401952,0.369671985,0.567712732,0.109090909,0.114285714,0.09009009
0,0.4,0.8,1,0.428571429,0.5,0,0.25,0.535714286,0.333333333,0.29373347,0.38701411,0.107331919,0.179162091,0.269126391,0.300302697,0.033837732,0.043447,0.300350882,0.359898649,0.0360451,0.056373527,0.152648385,0.305763944,0.07407836,0.042766611,0.153388943,0.312212354,0.103580959,0.04635451,0.171915549,0.327449533,0.110066683,0.054819701,0.220822902,0.350179239,0.098866686,0.064667008,0.309090909,0.371428571,0.306306306
0.666666667,0.9,0.4,0.3,0.857142857,0.5,0.4,0.416666667,0.25,1,0.321711535,0.060797484,0.261385887,0.369511389,0.399252938,0.083930561,0.426239597,0.391986849,0.390590008,0.086766055,0.352221252,0.343085348,0.396293504,0.134392971,0.378454123,0.392905089,0.404051868,0.204118426,0.328311958,0.372339998,0.431168258,0.285834362,0.29909874,0.354883327,0.608017065,0.38024841,0.238186119,0.338368102,0.036363636,0.071428571,0.063063063
0.5,0,0,1,0.571428571,1,0.8,0.083333333,0.392857143,0.166666667,0.173552216,0.587587976,0.14149379,0.215239113,0.20933376,0.381264964,0.058075525,0.06813039,0.254734907,0.474541235,0.055873571,0.085365394,0.142054919,0.377555063,0.076582383,0.065850195,0.124905184,0.375477952,0.105782222,0.067829924,0.119062842,0.376837748,0.121131349,0.076299311,0.139625368,0.382038014,0.128329878,0.087865551,0.690909091,0.685714286,0.522522523
0.666666667,0.8,1,0.7,0,0,0.4,0.333333333,0.642857143,0.666666667,0.255874449,0.297427373,0.250554702,0.304529613,0.211721885,0.227463665,0.102831787,0.149173865,0.222250767,0.27644719,0.125760828,0.175022472,0.126588307,0.230873694,0.159542115,0.146943107,0.110849977,0.235765733,0.161553643,0.149707113,0.093923198,0.240567513,0.185416656,0.159455727,0.118847254,0.247928958,0.193014706,0.174098305,0.290909091,0.357142857,0.297297297
0.5,0.4,0.9,0.7,1,1,0.6,1,0.571428571,1,0.429946666,0.056804787,0.04283708,0.134574307,0.297324942,0.141707316,0.165111807,0.143563789,0.392552871,0.12994972,0.187345466,0.123524372,0.342672907,0.174048647,0.153252342,0.147100108,0.321253916,0.230105452,0.21136255,0.154495381,0.315848942,0.28925428,0.229562192,0.167197163,0.350417937,0.344415956,0.21395535,0.183920142,0.036363636,0.114285714,0.126126126
0.166666667,0.3,0.6,0.8,0.571428571,0.5,1,0.5,0.642857143,0,0.363935722,0.389284625,0.121819858,0.199176723,0.276261232,0.343024573,0.054214794,0.06379565,0.326727937,0.39194805,0.056502965,0.077414557,0.175670223,0.347330214,0.09211623,0.063414919,0.162024142,0.356196653,0.116688325,0.06683039,0.168465667,0.368590798,0.128549012,0.076030215,0.190209243,0.386624356,0.118643243,0.086684459,0.290909091,0.371428571,0.324324324
0.5,0.3,0.1,0.8,0.285714286,0,0.6,0.583333333,0.535714286,0,0.26417996,0.52238528,0.129999505,0.223354008,0.250168633,0.374738255,0.047032064,0.069778061,0.282403589,0.452920524,0.0510709,0.087928941,0.143624517,0.37349475,0.086943077,0.067773868,0.12657034,0.372438609,0.118079067,0.070455404,0.119913482,0.3739203,0.119675526,0.078868755,0.129891939,0.379042192,0.123766189,0.090089049,0.509090909,0.542857143,0.432432432
0.666666667,0.2,0.9,0.9,0.285714286,1,1,0.583333333,0.321428571,0.5,0.26275378,0.371934056,0.132264024,0.198530842,0.306174346,0.256913863,0.05712036,0.071591802,0.392991642,0.303288672,0.083249686,0.085156417,0.239935307,0.276231632,0.050245673,0.066460263,0.21495646,0.298969328,0.091302165,0.067064436,0.218836239,0.327449533,0.106040291,0.073640226,0.262765859,0.360393574,0.108281541,0.082664299,0.345454545,0.342857143,0.27027027
1,0.1,1,0.9,0,1,0.2,0.083333333,0.75,0.166666667,0.267738705,0.725172617,0.104071028,0.167144399,0.256242221,0.620320055,0.029843498,0.035287197,0.279596017,0.715004658,0.025733716,0.047902985,0.158138623,0.606435244,0.08254147,0.034364437,0.167005874,0.596139678,0.087907698,0.036994018,0.168463721,0.595396354,0.084339196,0.044093957,0.188741562,0.601007343,0.079257379,0.052942983,0.636363636,0.785714286,0.675675676
0.333333333,0,0.9,0.5,0.428571429,1,0.4,1,0.5,0.333333333,0.202331617,0.141628813,0.153669263,0.218969784,0.238391139,0.12142105,0.108996946,0.111652436,0.286706463,0.143403224,0.112432083,0.118737315,0.148707744,0.134136318,0.155908394,0.117636379,0.12634371,0.148699232,0.187938978,0.125808816,0.114958988,0.162608798,0.200672473,0.139818775,0.136774959,0.178671524,0.212235633,0.157548317,0.145454545,0.185714286,0.153153153
0.666666667,0.6,0,0.1,0.285714286,0,0.8,0.916666667,0.607142857,0.833333333,0.077596454,0.082331574,0.45074722,0.516711448,0.119577682,0.059326584,0.533726132,0.447301802,0.168898134,0.075344156,0.353170321,0.409799942,0.082195863,0.062421143,0.605437451,0.480286011,0.07307518,0.070127661,0.527156813,0.490360762,0.068476818,0.077152782,0.527588792,0.510415226,0.090278922,0.086886498,0.479244442,0.532839094,0.109090909,0.157142857,0.144144144
1,0,0.4,0.2,0.571428571,1,0.2,0.75,0.321428571,0.5,0.110900873,0.19159146,0.237866171,0.322722232,0.214470715,0.076616099,0.175638205,0.17115354,0.192668165,0.117658464,0.183541775,0.182114188,0.130811374,0.088951524,0.247771836,0.185475059,0.112852784,0.103137301,0.278356043,0.19925112,0.100995775,0.116547343,0.285554721,0.217354707,0.122414922,0.131647526,0.283654439,0.23699994,0.254545455,0.214285714,0.144144144
0.833333333,0.3,0.1,0.3,0.857142857,0,1,0.25,0.321428571,0.833333333,0.103377376,0.06439916,0.296520587,0.343045312,0.152492507,0.102150389,0.397799353,0.378339226,0.170855728,0.095773484,0.307387644,0.333734775,0.108366288,0.107591287,0.471235961,0.398613687,0.097392548,0.116639634,0.464314722,0.414288647,0.092296627,0.127026036,0.448219144,0.435046589,0.113399889,0.139382302,0.441446791,0.460300118,0.090909091,0.2,0.216216216
0.5,0.4,0.6,0.8,0.285714286,0,0.4,0.25,0.178571429,0.833333333,0.123234143,0.284825092,0.276046835,0.341703253,0.170878157,0.137509618,0.122888521,0.15955799,0.178772354,0.195156613,0.139102666,0.187332517,0.140481659,0.145519476,0.135534799,0.15353318,0.148806698,0.161368103,0.146472372,0.150204405,0.143880953,0.180494846,0.183234012,0.156791077,0.188960334,0.204233278,0.219274301,0.172485142,0.363636364,0.328571429,0.234234234
0.166666667,0.2,0.1,0.6,0.428571429,1,0,0.5,0.214285714,0.833333333,0.202837705,0.046337791,0.065268779,0.152535822,0.222562322,0.123719803,0.067519704,0.073196494,0.273130772,0.106104431,0.090388848,0.056993488,0.140295613,0.135015505,0.109416296,0.076530921,0.168816389,0.153558037,0.114139632,0.081344734,0.178780961,0.180152173,0.116724053,0.088348914,0.217652144,0.209467416,0.126139935,0.097982209,0.054545455,0.142857143,0.162162162
0.333333333,0.3,0.6,0.1,0.285714286,1,0.6,0,0.142857143,0.833333333,0.222267432,0.090958463,0.268448405,0.368962383,0.236956081,0.064785628,0.383953983,0.31123671,0.248428129,0.083336783,0.299919359,0.281963785,0.194188567,0.083966413,0.380033105,0.338645919,0.209366528,0.115861991,0.299389755,0.327889531,0.220717154,0.154267132,0.245341395,0.314796687,0.289020224,0.198823139,0.191361005,0.301787494,0.072727273,0.1,0.081081081
0.166666667,1,0.4,0.9,0.714285714,0,0,0.416666667,0.178571429,1,0.23258287,0.055386349,0.111847636,0.178472578,0.266990299,0.086273781,0.122911014,0.149227032,0.333183503,0.085407634,0.127480381,0.133409274,0.339647955,0.122209633,0.161866225,0.152229349,0.398171543,0.184858508,0.186036087,0.161759923,0.372267749,0.259034616,0.205225642,0.169104971,0.427862601,0.329880931,0.243898594,0.186814249,0.054545455,0.114285714,0.108108108
0.666666667,0.9,0.4,0.3,0.857142857,1,0.2,0.416666667,0.392857143,0.333333333,0.565563125,0.136812344,0.196006244,0.250351034,0.675663777,0.179737744,0.170066632,0.157082085,0.727871792,0.179992844,0.140295273,0.149749315,0.585548074,0.255387609,0.147038479,0.168564025,0.569325295,0.353494784,0.131433087,0.158761827,0.600202956,0.468836661,0.117790922,0.148081705,0.646886942,0.57927877,0.089966836,0.142189891,0.054545455,0.085714286,0.072072072
0.666666667,0.5,0.4,0.9,1,1,0,0.25,0.464285714,0.333333333,0.530005258,0.550439667,0.11084265,0.175445215,0.568348552,0.395658639,0.038882096,0.046902733,0.713501315,0.464973561,0.046165356,0.059595744,0.489442553,0.439334703,0.045181336,0.04503089,0.577020776,0.5174936,0.052093124,0.041616934,0.578680771,0.619039102,0.031700835,0.038564929,0.580164069,0.711501145,0.019428927,0.037801778,0.309090909,0.3,0.225225225
0,0.5,1,1,1,0.5,0.2,0.416666667,0.25,0.5,0.362036276,0.174934739,0.080485909,0.17810151,0.406932657,0.182357352,0.04816733,0.060515005,0.515764524,0.189807077,0.066372947,0.072020172,0.369560499,0.221888125,0.051373802,0.056143135,0.379835124,0.279703918,0.065211071,0.053533311,0.362461286,0.343760037,0.081896945,0.057646289,0.441780842,0.410744103,0.073896352,0.062551278,0.127272727,0.157142857,0.135135135
0.666666667,0.6,0.7,0.4,0.571428571,1,1,1,0.5,1,0.68164104,0.050398687,0.029232165,0.211691806,0.437694471,0.116980978,0.202422737,0.190640776,0.448735802,0.097644391,0.174684416,0.166516894,0.462237651,0.171050812,0.148470246,0.185619121,0.392852567,0.243327477,0.177179599,0.176504768,0.36624834,0.313041473,0.162612073,0.174096042,0.417934575,0.378241539,0.146940831,0.176715791,0.018181818,0.057142857,0.072072072
0.5,0.5,0.7,0.5,0.285714286,0.5,0.4,0.083333333,0.392857143,0.5,0.381134744,0.148242244,0.198606448,0.300099044,0.313546059,0.200002717,0.144467346,0.165616116,0.361842315,0.193889824,0.133522817,0.18075285,0.221986255,0.219134913,0.173937789,0.166118808,0.213575101,0.245317782,0.166139051,0.163749764,0.21369411,0.276274756,0.156937499,0.165693028,0.279815846,0.312171647,0.141893463,0.170623282,0.109090909,0.185714286,0.189189189
